FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
16005,Bannock,Idaho,US,17/08/2020 4:27,42.67002716,-112.2233311,487,2,0,485,"Bannock, Idaho, US",554.6191691,0.410677618
16007,Bear Lake,Idaho,US,17/08/2020 4:27,42.28269683,-111.3289238,21,0,0,21,"Bear Lake, Idaho, US",342.8571429,0
16009,Benewah,Idaho,US,17/08/2020 4:27,47.21754179,-116.6586851,80,1,0,79,"Benewah, Idaho, US",860.400086,1.25
16011,Bingham,Idaho,US,17/08/2020 4:27,43.2167288,-112.3978437,339,2,0,337,"Bingham, Idaho, US",724.1887591,0.589970501
16013,Blaine,Idaho,US,17/08/2020 4:27,43.4085812,-113.9752658,585,6,0,579,"Blaine, Idaho, US",2541.158073,1.025641026
16015,Boise,Idaho,US,17/08/2020 4:27,43.98829931,-115.7309284,53,1,0,52,"Boise, Idaho, US",676.7973439,1.886792453
16017,Bonner,Idaho,US,17/08/2020 4:27,48.29996017,-116.6017932,191,0,0,191,"Bonner, Idaho, US",417.5867422,0
16019,Bonneville,Idaho,US,17/08/2020 4:27,43.38713372,-111.6161537,1317,6,0,1311,"Bonneville, Idaho, US",1106.146378,0.455580866
16021,Boundary,Idaho,US,17/08/2020 4:27,48.76684761,-116.4630179,38,0,0,38,"Boundary, Idaho, US",310.3307472,0
16023,Butte,Idaho,US,17/08/2020 4:27,43.72592209,-113.1735463,1,0,0,1,"Butte, Idaho, US",38.50596843,0
16025,Camas,Idaho,US,17/08/2020 4:27,43.46665742,-114.8065892,1,0,0,1,"Camas, Idaho, US",90.4159132,0
16027,Canyon,Idaho,US,17/08/2020 4:27,43.61970148,-116.7095499,6362,56,0,6306,"Canyon, Idaho, US",2767.904146,0.880226344
16029,Caribou,Idaho,US,17/08/2020 4:27,42.77149116,-111.5597683,34,0,0,34,"Caribou, Idaho, US",475.1921733,0
16031,Cassia,Idaho,US,17/08/2020 4:27,42.28347888,-113.6012409,547,1,0,546,"Cassia, Idaho, US",2276.321265,0.182815356
16033,Clark,Idaho,US,17/08/2020 4:27,44.28496071,-112.3505704,12,0,0,12,"Clark, Idaho, US",1420.118343,0
16035,Clearwater,Idaho,US,17/08/2020 4:27,46.67459924,-115.6622393,17,0,0,17,"Clearwater, Idaho, US",194.1525811,0
16037,Custer,Idaho,US,17/08/2020 4:27,44.24186819,-114.2855494,11,0,0,11,"Custer, Idaho, US",254.9246813,0
16039,Elmore,Idaho,US,17/08/2020 4:27,43.3507101,-115.4701578,234,3,0,231,"Elmore, Idaho, US",850.5688634,1.282051282
16041,Franklin,Idaho,US,17/08/2020 4:27,42.18332217,-111.8149666,52,0,0,52,"Franklin, Idaho, US",374.7477659,0
16043,Fremont,Idaho,US,17/08/2020 4:27,44.22800938,-111.4809943,94,0,0,94,"Fremont, Idaho, US",717.6120315,0
16045,Gem,Idaho,US,17/08/2020 4:27,44.06482372,-116.398376,189,1,0,188,"Gem, Idaho, US",1043.507067,0.529100529
16047,Gooding,Idaho,US,17/08/2020 4:27,42.96927962,-114.8108306,181,1,0,180,"Gooding, Idaho, US",1192.436919,0.552486188
16049,Idaho,Idaho,US,17/08/2020 4:27,45.84721541,-115.4634436,34,0,0,34,"Idaho, Idaho, US",203.9959201,0
16051,Jefferson,Idaho,US,17/08/2020 4:27,43.82078483,-112.3131749,252,1,0,251,"Jefferson, Idaho, US",843.6275987,0.396825397
16053,Jerome,Idaho,US,17/08/2020 4:27,42.68891267,-114.2655033,525,6,0,519,"Jerome, Idaho, US",2150.581681,1.142857143
16055,Kootenai,Idaho,US,17/08/2020 4:27,47.67282258,-116.7020872,1989,20,0,1969,"Kootenai, Idaho, US",1200.383833,1.005530417
16057,Latah,Idaho,US,17/08/2020 4:27,46.81587887,-116.7113698,133,0,0,133,"Latah, Idaho, US",331.6046674,0
16059,Lemhi,Idaho,US,17/08/2020 4:27,44.9438088,-113.9309747,48,0,0,48,"Lemhi, Idaho, US",597.9818114,0
16061,Lewis,Idaho,US,17/08/2020 4:27,46.23315327,-116.434146,0,0,0,0,"Lewis, Idaho, US",0,n/a
16063,Lincoln,Idaho,US,17/08/2020 4:27,43.0012336,-114.1358773,62,0,0,62,"Lincoln, Idaho, US",1155.423034,0
16065,Madison,Idaho,US,17/08/2020 4:27,43.78141028,-111.6538474,190,0,0,190,"Madison, Idaho, US",476.1069487,0
16067,Minidoka,Idaho,US,17/08/2020 4:27,42.85518524,-113.6357257,504,2,0,502,"Minidoka, Idaho, US",2395.551119,0.396825397
16069,Nez Perce,Idaho,US,17/08/2020 4:27,46.32638236,-116.7500975,174,19,0,155,"Nez Perce, Idaho, US",430.6078004,10.91954023
16071,Oneida,Idaho,US,17/08/2020 4:27,42.1949428,-112.5407838,16,0,0,16,"Oneida, Idaho, US",353.1229309,0
16073,Owyhee,Idaho,US,17/08/2020 4:27,42.58016894,-116.1693871,279,3,0,276,"Owyhee, Idaho, US",2359.807156,1.075268817
16075,Payette,Idaho,US,17/08/2020 4:27,44.00545243,-116.7647695,447,3,0,444,"Payette, Idaho, US",1866.310384,0.67114094
16077,Power,Idaho,US,17/08/2020 4:27,42.69254894,-112.8395742,66,0,0,66,"Power, Idaho, US",859.2631168,0
16079,Shoshone,Idaho,US,17/08/2020 4:27,47.35364087,-115.8916749,166,3,0,163,"Shoshone, Idaho, US",1288.61978,1.807228916
16081,Teton,Idaho,US,17/08/2020 4:27,43.75303583,-111.2056773,97,0,0,97,"Teton, Idaho, US",798.8799209,0
16083,Twin Falls,Idaho,US,17/08/2020 4:27,42.35440512,-114.6685381,1521,33,0,1488,"Twin Falls, Idaho, US",1750.73091,2.169625247
90016,Unassigned,Idaho,US,17/08/2020 4:27,n/a,n/a,3,0,0,3,"Unassigned, Idaho, US",n/a,0
16085,Valley,Idaho,US,17/08/2020 4:27,44.76728382,-115.5676773,76,1,0,75,"Valley, Idaho, US",667.1348315,1.315789474
16087,Washington,Idaho,US,17/08/2020 4:27,44.45275475,-116.7847688,238,3,0,235,"Washington, Idaho, US",2334.70669,1.260504202
17001,Adams,Illinois,US,17/08/2020 4:27,39.98815591,-91.18786813,643,7,0,636,"Adams, Illinois, US",982.6545427,1.088646967
17003,Alexander,Illinois,US,17/08/2020 4:27,37.18049267,-89.32910838,40,0,0,40,"Alexander, Illinois, US",694.3239021,0
17005,Bond,Illinois,US,17/08/2020 4:27,38.88829622,-89.43534887,80,3,0,77,"Bond, Illinois, US",487.032753,3.75
17007,Boone,Illinois,US,17/08/2020 4:27,42.32359279,-88.82345779,769,23,0,746,"Boone, Illinois, US",1436.202002,2.990897269
17009,Brown,Illinois,US,17/08/2020 4:27,39.96209138,-90.75068024,15,0,0,15,"Brown, Illinois, US",228.0328367,0
17011,Bureau,Illinois,US,17/08/2020 4:27,41.40385234,-89.5283051,277,4,0,273,"Bureau, Illinois, US",848.9640799,1.444043321
17013,Calhoun,Illinois,US,17/08/2020 4:27,39.16840183,-90.66330078,14,0,0,14,"Calhoun, Illinois, US",295.4209749,0
17015,Carroll,Illinois,US,17/08/2020 4:27,42.06823429,-89.93395545,84,4,0,80,"Carroll, Illinois, US",587.2072702,4.761904762
17017,Cass,Illinois,US,17/08/2020 4:27,39.96991073,-90.24734436,257,11,0,246,"Cass, Illinois, US",2115.748745,4.280155642
17019,Champaign,Illinois,US,17/08/2020 4:27,40.13919438,-88.20046615,1766,19,0,1747,"Champaign, Illinois, US",842.1996385,1.07587769
17021,Christian,Illinois,US,17/08/2020 4:27,39.54581621,-89.27780482,153,4,0,149,"Christian, Illinois, US",473.6255572,2.614379085
17023,Clark,Illinois,US,17/08/2020 4:27,39.33425789,-87.78705622,95,2,0,93,"Clark, Illinois, US",615.2451266,2.105263158
17025,Clay,Illinois,US,17/08/2020 4:27,38.75388572,-88.48914513,36,0,0,36,"Clay, Illinois, US",273.0582524,0
17027,Clinton,Illinois,US,17/08/2020 4:27,38.60704876,-89.42385254,485,17,0,468,"Clinton, Illinois, US",1291.198552,3.505154639
17029,Coles,Illinois,US,17/08/2020 4:27,39.51949084,-88.22358557,612,21,0,591,"Coles, Illinois, US",1208.984414,3.431372549
17031,Cook,Illinois,US,17/08/2020 4:27,41.84144849,-87.81658794,115960,4962,0,110998,"Cook, Illinois, US",2251.548619,4.279061745
17033,Crawford,Illinois,US,17/08/2020 4:27,39.0032229,-87.75954624,35,0,0,35,"Crawford, Illinois, US",187.4966518,0
17035,Cumberland,Illinois,US,17/08/2020 4:27,39.27432424,-88.2401158,66,3,0,63,"Cumberland, Illinois, US",613.0410552,4.545454545
17039,De Witt,Illinois,US,17/08/2020 4:27,40.17514519,-88.90959682,36,0,0,36,"De Witt, Illinois, US",230.2084666,0
17037,DeKalb,Illinois,US,17/08/2020 4:27,41.89373302,-88.76958483,985,32,0,953,"DeKalb, Illinois, US",939.0163684,3.248730964
17041,Douglas,Illinois,US,17/08/2020 4:27,39.76768052,-88.21854195,146,3,0,143,"Douglas, Illinois, US",750.0642178,2.054794521
17043,DuPage,Illinois,US,17/08/2020 4:27,41.85116968,-88.08642662,12892,526,0,12366,"DuPage, Illinois, US",1396.869288,4.080049643
17045,Edgar,Illinois,US,17/08/2020 4:27,39.6809186,-87.74759563,35,0,0,35,"Edgar, Illinois, US",203.9508187,0
17047,Edwards,Illinois,US,17/08/2020 4:27,38.41353228,-88.05720863,25,0,0,25,"Edwards, Illinois, US",390.9304144,0
17049,Effingham,Illinois,US,17/08/2020 4:27,39.05935711,-88.58969584,241,1,0,240,"Effingham, Illinois, US",708.6567866,0.414937759
17051,Fayette,Illinois,US,17/08/2020 4:27,39.00072038,-89.02452658,78,3,0,75,"Fayette, Illinois, US",365.5793026,3.846153846
17053,Ford,Illinois,US,17/08/2020 4:27,40.59706922,-88.22350769,60,2,0,58,"Ford, Illinois, US",462.9272433,3.333333333
17055,Franklin,Illinois,US,17/08/2020 4:27,37.99189086,-88.92567818,242,1,0,241,"Franklin, Illinois, US",629.0779589,0.41322314
17057,Fulton,Illinois,US,17/08/2020 4:27,40.47289135,-90.20862357,45,0,0,45,"Fulton, Illinois, US",131.042516,0
17059,Gallatin,Illinois,US,17/08/2020 4:27,37.76430935,-88.22953869,53,2,0,51,"Gallatin, Illinois, US",1097.763049,3.773584906
17061,Greene,Illinois,US,17/08/2020 4:27,39.35907414,-90.388865,72,0,0,72,"Greene, Illinois, US",555.1700208,0
17063,Grundy,Illinois,US,17/08/2020 4:27,41.28569601,-88.41905692,384,5,0,379,"Grundy, Illinois, US",752.1447879,1.302083333
17065,Hamilton,Illinois,US,17/08/2020 4:27,38.08163641,-88.53883373,37,0,0,37,"Hamilton, Illinois, US",455.8896008,0
17067,Hancock,Illinois,US,17/08/2020 4:27,40.40423981,-91.16313899,92,1,0,91,"Hancock, Illinois, US",519.5391913,1.086956522
17069,Hardin,Illinois,US,17/08/2020 4:27,37.51810645,-88.26873022,18,0,0,18,"Hardin, Illinois, US",471.0808689,0
17071,Henderson,Illinois,US,17/08/2020 4:27,40.81908672,-90.92491462,23,0,0,23,"Henderson, Illinois, US",346.0728258,0
17073,Henry,Illinois,US,17/08/2020 4:27,41.3533994,-90.13296166,297,1,0,296,"Henry, Illinois, US",607.2005397,0.336700337
17075,Iroquois,Illinois,US,17/08/2020 4:27,40.74717633,-87.82466784,280,14,0,266,"Iroquois, Illinois, US",1032.676846,5
17077,Jackson,Illinois,US,17/08/2020 4:27,37.78595185,-89.38232563,772,20,0,752,"Jackson, Illinois, US",1360.352423,2.590673575
17079,Jasper,Illinois,US,17/08/2020 4:27,39.01054275,-88.15437049,66,7,0,59,"Jasper, Illinois, US",686.7845994,10.60606061
17081,Jefferson,Illinois,US,17/08/2020 4:27,38.29980057,-88.9240025,353,20,0,333,"Jefferson, Illinois, US",936.7370767,5.66572238
17083,Jersey,Illinois,US,17/08/2020 4:27,39.08869046,-90.35393073,151,2,0,149,"Jersey, Illinois, US",693.5194966,1.324503311
17085,Jo Daviess,Illinois,US,17/08/2020 4:27,42.36542373,-90.21094405,141,1,0,140,"Jo Daviess, Illinois, US",663.9981163,0.709219858
17087,Johnson,Illinois,US,17/08/2020 4:27,37.45939802,-88.88165419,78,0,0,78,"Johnson, Illinois, US",628.1710558,0
17089,Kane,Illinois,US,17/08/2020 4:27,41.93842729,-88.42861412,10184,304,0,9880,"Kane, Illinois, US",1912.836705,2.985074627
17091,Kankakee,Illinois,US,17/08/2020 4:27,41.13746989,-87.86205334,1886,70,0,1816,"Kankakee, Illinois, US",1716.699132,3.711558855
17093,Kendall,Illinois,US,17/08/2020 4:27,41.59081014,-88.42869583,1461,23,0,1438,"Kendall, Illinois, US",1132.645942,1.574264203
17095,Knox,Illinois,US,17/08/2020 4:27,40.93148779,-90.2133034,361,1,0,360,"Knox, Illinois, US",726.372764,0.27700831
17099,LaSalle,Illinois,US,17/08/2020 4:27,41.3442613,-88.88633881,953,30,0,923,"LaSalle, Illinois, US",876.9750343,3.14795383
17097,Lake,Illinois,US,17/08/2020 4:27,42.3224907,-88.00367925,13282,450,0,12832,"Lake, Illinois, US",1906.867566,3.388043969
17101,Lawrence,Illinois,US,17/08/2020 4:27,38.71987914,-87.72884035,62,0,0,62,"Lawrence, Illinois, US",395.4586044,0
17103,Lee,Illinois,US,17/08/2020 4:27,41.74583951,-89.29977132,194,1,0,193,"Lee, Illinois, US",568.9816987,0.515463918
17105,Livingston,Illinois,US,17/08/2020 4:27,40.89188292,-88.55784752,150,3,0,147,"Livingston, Illinois, US",420.7809695,2
17107,Logan,Illinois,US,17/08/2020 4:27,40.12581572,-89.36638784,196,1,0,195,"Logan, Illinois, US",684.8836397,0.510204082
17115,Macon,Illinois,US,17/08/2020 4:27,39.86064913,-88.96342505,755,23,0,732,"Macon, Illinois, US",725.8987203,3.046357616
17117,Macoupin,Illinois,US,17/08/2020 4:27,39.26119767,-89.92424028,241,3,0,238,"Macoupin, Illinois, US",536.4376975,1.244813278
17119,Madison,Illinois,US,17/08/2020 4:27,38.83042506,-89.90422563,3111,85,0,3026,"Madison, Illinois, US",1183.042675,2.732240437
17121,Marion,Illinois,US,17/08/2020 4:27,38.64963204,-88.91899208,182,0,0,182,"Marion, Illinois, US",489.1815616,0
17123,Marshall,Illinois,US,17/08/2020 4:27,41.0327901,-89.34510444,35,0,0,35,"Marshall, Illinois, US",305.997552,0
17125,Mason,Illinois,US,17/08/2020 4:27,40.23917274,-89.91824452,61,0,0,61,"Mason, Illinois, US",456.6210046,0
17127,Massac,Illinois,US,17/08/2020 4:27,37.22078441,-88.71036614,43,0,0,43,"Massac, Illinois, US",312.2277084,0
17109,McDonough,Illinois,US,17/08/2020 4:27,40.45674722,-90.67775541,158,15,0,143,"McDonough, Illinois, US",532.3091436,9.493670886
17111,McHenry,Illinois,US,17/08/2020 4:27,42.32451172,-88.45248227,3389,115,0,3274,"McHenry, Illinois, US",1101.132649,3.393331366
17113,McLean,Illinois,US,17/08/2020 4:27,40.48996987,-88.84621113,773,15,0,758,"McLean, Illinois, US",450.6841887,1.940491591
17129,Menard,Illinois,US,17/08/2020 4:27,40.02742725,-89.80246001,61,0,0,61,"Menard, Illinois, US",500.1639882,0
17131,Mercer,Illinois,US,17/08/2020 4:27,41.20596782,-90.74290052,79,4,0,75,"Mercer, Illinois, US",511.7574658,5.063291139
17133,Monroe,Illinois,US,17/08/2020 4:27,38.27594376,-90.17761038,354,13,0,341,"Monroe, Illinois, US",1022.028467,3.672316384
17135,Montgomery,Illinois,US,17/08/2020 4:27,39.23198845,-89.47809254,190,7,0,183,"Montgomery, Illinois, US",668.6844513,3.684210526
17137,Morgan,Illinois,US,17/08/2020 4:27,39.71654544,-90.20255104,392,11,0,381,"Morgan, Illinois, US",1164.656248,2.806122449
17139,Moultrie,Illinois,US,17/08/2020 4:27,39.64187451,-88.62099969,111,0,0,111,"Moultrie, Illinois, US",765.4644507,0
17141,Ogle,Illinois,US,17/08/2020 4:27,42.04165196,-89.32184679,433,5,0,428,"Ogle, Illinois, US",855.0046403,1.154734411
80017,Out of IL,Illinois,US,17/08/2020 4:27,n/a,n/a,0,0,0,0,"Out of IL, Illinois, US",n/a,n/a
17143,Peoria,Illinois,US,17/08/2020 4:27,40.78702156,-89.76078901,1890,37,0,1853,"Peoria, Illinois, US",1054.811111,1.957671958
17145,Perry,Illinois,US,17/08/2020 4:27,38.08510853,-89.36856219,210,3,0,207,"Perry, Illinois, US",1004.016064,1.428571429
17147,Piatt,Illinois,US,17/08/2020 4:27,40.01360584,-88.59319339,69,0,0,69,"Piatt, Illinois, US",422.1732746,0
17149,Pike,Illinois,US,17/08/2020 4:27,39.62265059,-90.8877017,34,0,0,34,"Pike, Illinois, US",218.4949553,0
17151,Pope,Illinois,US,17/08/2020 4:27,37.41391284,-88.56152109,11,0,0,11,"Pope, Illinois, US",263.3468997,0
17153,Pulaski,Illinois,US,17/08/2020 4:27,37.22631423,-89.13085001,101,1,0,100,"Pulaski, Illinois, US",1893.158388,0.99009901
17155,Putnam,Illinois,US,17/08/2020 4:27,41.2013541,-89.2869272,13,0,0,13,"Putnam, Illinois, US",226.5202997,0
17157,Randolph,Illinois,US,17/08/2020 4:27,38.05095369,-89.82512254,523,7,0,516,"Randolph, Illinois, US",1645.585552,1.338432122
17159,Richland,Illinois,US,17/08/2020 4:27,38.71240969,-88.08475366,41,0,0,41,"Richland, Illinois, US",264.2944627,0
17161,Rock Island,Illinois,US,17/08/2020 4:27,41.46613806,-90.57042164,1869,40,0,1829,"Rock Island, Illinois, US",1317.319688,2.140181915
17165,Saline,Illinois,US,17/08/2020 4:27,37.75332999,-88.54119706,138,2,0,136,"Saline, Illinois, US",587.4590269,1.449275362
17167,Sangamon,Illinois,US,17/08/2020 4:27,39.75836914,-89.65872023,1447,35,0,1412,"Sangamon, Illinois, US",743.3015534,2.418797512
17169,Schuyler,Illinois,US,17/08/2020 4:27,40.1571798,-90.61114163,19,0,0,19,"Schuyler, Illinois, US",280.7328605,0
17171,Scott,Illinois,US,17/08/2020 4:27,39.6429169,-90.47814431,35,0,0,35,"Scott, Illinois, US",706.9278934,0
17173,Shelby,Illinois,US,17/08/2020 4:27,39.39133527,-88.80611122,108,2,0,106,"Shelby, Illinois, US",499.2141999,1.851851852
17163,St. Clair,Illinois,US,17/08/2020 4:27,38.46996033,-89.93063427,4425,162,0,4263,"St. Clair, Illinois, US",1703.980962,3.661016949
17175,Stark,Illinois,US,17/08/2020 4:27,41.09309773,-89.79745866,7,0,0,7,"Stark, Illinois, US",131.0370648,0
17177,Stephenson,Illinois,US,17/08/2020 4:27,42.35129217,-89.662598,345,6,0,339,"Stephenson, Illinois, US",775.3157445,1.739130435
17179,Tazewell,Illinois,US,17/08/2020 4:27,40.50716185,-89.51404662,700,9,0,691,"Tazewell, Illinois, US",531.0956503,1.285714286
90017,Unassigned,Illinois,US,17/08/2020 4:27,n/a,n/a,1372,211,0,1161,"Unassigned, Illinois, US",n/a,15.37900875
17181,Union,Illinois,US,17/08/2020 4:27,37.47119609,-89.25548938,361,23,0,338,"Union, Illinois, US",2167.777578,6.371191136
17183,Vermilion,Illinois,US,17/08/2020 4:27,40.18417171,-87.73384359,267,2,0,265,"Vermilion, Illinois, US",352.4380263,0.74906367
17185,Wabash,Illinois,US,17/08/2020 4:27,38.44272901,-87.84922065,63,0,0,63,"Wabash, Illinois, US",546.875,0
17187,Warren,Illinois,US,17/08/2020 4:27,40.84925021,-90.6147432,203,0,0,203,"Warren, Illinois, US",1205.176918,0
17189,Washington,Illinois,US,17/08/2020 4:27,38.35309213,-89.40982703,73,1,0,72,"Washington, Illinois, US",525.6714913,1.369863014
17191,Wayne,Illinois,US,17/08/2020 4:27,38.42955355,-88.42586459,72,2,0,70,"Wayne, Illinois, US",444.0333025,2.777777778
17193,White,Illinois,US,17/08/2020 4:27,38.08706198,-88.17657461,84,0,0,84,"White, Illinois, US",620.5215336,0
17195,Whiteside,Illinois,US,17/08/2020 4:27,41.75509713,-89.91556058,391,17,0,374,"Whiteside, Illinois, US",708.6542818,4.347826087
17197,Will,Illinois,US,17/08/2020 4:27,41.44619267,-87.97862712,9874,351,0,9523,"Will, Illinois, US",1429.475217,3.554790359
17199,Williamson,Illinois,US,17/08/2020 4:27,37.73033511,-88.92994027,534,7,0,527,"Williamson, Illinois, US",801.8379206,1.310861423
17201,Winnebago,Illinois,US,17/08/2020 4:27,42.33641854,-89.16085327,3861,134,0,3727,"Winnebago, Illinois, US",1366.377419,3.470603471
17203,Woodford,Illinois,US,17/08/2020 4:27,40.78579374,-89.20973757,186,3,0,183,"Woodford, Illinois, US",483.6319197,1.612903226
18001,Adams,Indiana,US,17/08/2020 4:27,40.7457653,-84.93671406,135,2,0,133,"Adams, Indiana, US",377.3373955,1.481481481
18003,Allen,Indiana,US,17/08/2020 4:27,41.09194313,-85.06800636,4277,166,0,4111,"Allen, Indiana, US",1127.606453,3.881225158
18005,Bartholomew,Indiana,US,17/08/2020 4:27,39.20744865,-85.89558181,910,47,0,863,"Bartholomew, Indiana, US",1086.19105,5.164835165
18007,Benton,Indiana,US,17/08/2020 4:27,40.60626947,-87.31093999,69,0,0,69,"Benton, Indiana, US",788.7517147,0
18009,Blackford,Indiana,US,17/08/2020 4:27,40.47388153,-85.32499702,67,2,0,65,"Blackford, Indiana, US",569.8248001,2.985074627
18011,Boone,Indiana,US,17/08/2020 4:27,40.0509304,-86.46841646,734,46,0,688,"Boone, Indiana, US",1081.909703,6.267029973
18013,Brown,Indiana,US,17/08/2020 4:27,39.19605589,-86.22868909,79,2,0,77,"Brown, Indiana, US",523.4561357,2.53164557
18015,Carroll,Indiana,US,17/08/2020 4:27,40.5807832,-86.56198812,227,6,0,221,"Carroll, Indiana, US",1120.600286,2.643171806
18017,Cass,Indiana,US,17/08/2020 4:27,40.76135835,-86.34830753,1821,9,0,1812,"Cass, Indiana, US",4831.648492,0.494233937
18019,Clark,Indiana,US,17/08/2020 4:27,38.48015445,-85.70510334,1410,50,0,1360,"Clark, Indiana, US",1191.864888,3.546099291
18021,Clay,Indiana,US,17/08/2020 4:27,39.39561833,-87.11723506,169,5,0,164,"Clay, Indiana, US",644.4232602,2.958579882
18023,Clinton,Indiana,US,17/08/2020 4:27,40.30319754,-86.47277257,474,4,0,470,"Clinton, Indiana, US",1463.008118,0.843881857
18025,Crawford,Indiana,US,17/08/2020 4:27,38.28814402,-86.44518825,52,0,0,52,"Crawford, Indiana, US",491.6327881,0
18027,Daviess,Indiana,US,17/08/2020 4:27,38.70186039,-87.07185406,314,20,0,294,"Daviess, Indiana, US",941.5010045,6.369426752
18033,DeKalb,Indiana,US,17/08/2020 4:27,41.39804622,-84.99906934,252,4,0,248,"DeKalb, Indiana, US",579.6434733,1.587301587
18029,Dearborn,Indiana,US,17/08/2020 4:27,39.14647946,-84.97333539,535,28,0,507,"Dearborn, Indiana, US",1081.725909,5.23364486
18031,Decatur,Indiana,US,17/08/2020 4:27,39.30712658,-85.50087166,358,32,0,326,"Decatur, Indiana, US",1347.942317,8.938547486
18035,Delaware,Indiana,US,17/08/2020 4:27,40.22787247,-85.39732772,802,53,0,749,"Delaware, Indiana, US",702.6766548,6.608478803
18037,Dubois,Indiana,US,17/08/2020 4:27,38.36597551,-86.8792417,743,13,0,730,"Dubois, Indiana, US",1738.581056,1.749663526
18039,Elkhart,Indiana,US,17/08/2020 4:27,41.59761169,-85.85875695,5120,92,0,5028,"Elkhart, Indiana, US",2481.32945,1.796875
18041,Fayette,Indiana,US,17/08/2020 4:27,39.63684962,-85.17797541,220,7,0,213,"Fayette, Indiana, US",952.2985023,3.181818182
18043,Floyd,Indiana,US,17/08/2020 4:27,38.32117957,-85.90385377,890,50,0,840,"Floyd, Indiana, US",1133.44031,5.617977528
18045,Fountain,Indiana,US,17/08/2020 4:27,40.12361933,-87.24217689,76,2,0,74,"Fountain, Indiana, US",464.9455524,2.631578947
18047,Franklin,Indiana,US,17/08/2020 4:27,39.4142482,-85.06062647,253,19,0,234,"Franklin, Indiana, US",1111.696986,7.509881423
18049,Fulton,Indiana,US,17/08/2020 4:27,41.0469907,-86.26252745,178,2,0,176,"Fulton, Indiana, US",891.1585061,1.123595506
18051,Gibson,Indiana,US,17/08/2020 4:27,38.30393723,-87.58054938,247,4,0,243,"Gibson, Indiana, US",733.8304762,1.619433198
18053,Grant,Indiana,US,17/08/2020 4:27,40.51587228,-85.65468702,540,30,0,510,"Grant, Indiana, US",821.0555125,5.555555556
18055,Greene,Indiana,US,17/08/2020 4:27,39.03630547,-86.96223202,266,34,0,232,"Greene, Indiana, US",833.2811227,12.78195489
18057,Hamilton,Indiana,US,17/08/2020 4:27,40.07306535,-86.05244729,3144,105,0,3039,"Hamilton, Indiana, US",930.1472437,3.339694656
18059,Hancock,Indiana,US,17/08/2020 4:27,39.82304555,-85.77566351,719,40,0,679,"Hancock, Indiana, US",919.8137345,5.563282337
18061,Harrison,Indiana,US,17/08/2020 4:27,38.19467379,-86.10948271,381,24,0,357,"Harrison, Indiana, US",940.3924472,6.299212598
18063,Hendricks,Indiana,US,17/08/2020 4:27,39.76719009,-86.51037283,2015,109,0,1906,"Hendricks, Indiana, US",1183.129686,5.40942928
18065,Henry,Indiana,US,17/08/2020 4:27,39.93029017,-85.39625719,504,21,0,483,"Henry, Indiana, US",1050.612858,4.166666667
18067,Howard,Indiana,US,17/08/2020 4:27,40.48527731,-86.11351892,979,65,0,914,"Howard, Indiana, US",1186.034115,6.639427988
18069,Huntington,Indiana,US,17/08/2020 4:27,40.82907273,-85.48822092,136,3,0,133,"Huntington, Indiana, US",372.3986857,2.205882353
18071,Jackson,Indiana,US,17/08/2020 4:27,38.9091582,-86.03851889,628,5,0,623,"Jackson, Indiana, US",1419.818679,0.796178344
18073,Jasper,Indiana,US,17/08/2020 4:27,41.02078733,-87.11553319,271,2,0,269,"Jasper, Indiana, US",807.4608188,0.73800738
18075,Jay,Indiana,US,17/08/2020 4:27,40.43781032,-85.00576229,100,0,0,100,"Jay, Indiana, US",489.3325504,0
18077,Jefferson,Indiana,US,17/08/2020 4:27,38.78576239,-85.43633383,184,2,0,182,"Jefferson, Indiana, US",569.5183855,1.086956522
18079,Jennings,Indiana,US,17/08/2020 4:27,38.99588883,-85.62710784,235,12,0,223,"Jennings, Indiana, US",847.3048495,5.106382979
18081,Johnson,Indiana,US,17/08/2020 4:27,39.48994426,-86.10149107,1845,119,0,1726,"Johnson, Indiana, US",1166.488585,6.449864499
18083,Knox,Indiana,US,17/08/2020 4:27,38.68861576,-87.4194665,184,3,0,181,"Knox, Indiana, US",502.8146691,1.630434783
18085,Kosciusko,Indiana,US,17/08/2020 4:27,41.24521668,-85.86312322,882,12,0,870,"Kosciusko, Indiana, US",1110.048329,1.360544218
18087,LaGrange,Indiana,US,17/08/2020 4:27,41.64232188,-85.42674232,573,10,0,563,"LaGrange, Indiana, US",1446.458323,1.745200698
18091,LaPorte,Indiana,US,17/08/2020 4:27,41.54366008,-86.74072188,1000,30,0,970,"LaPorte, Indiana, US",910.0174723,3
18089,Lake,Indiana,US,17/08/2020 4:27,41.41874274,-87.38277575,8095,283,0,7812,"Lake, Indiana, US",1667.377285,3.495985176
18093,Lawrence,Indiana,US,17/08/2020 4:27,38.84112637,-86.48361629,364,27,0,337,"Lawrence, Indiana, US",802.2922636,7.417582418
18095,Madison,Indiana,US,17/08/2020 4:27,40.16143691,-85.71964711,1100,66,0,1034,"Madison, Indiana, US",848.9685033,6
18097,Marion,Indiana,US,17/08/2020 4:27,39.78163624,-86.13826325,16640,735,0,15905,"Marion, Indiana, US",1725.099577,4.417067308
